 No.     Event UTC PERI       Event SCLK PERI      OP-Event UTC APO       SolLon   SolLat   SC Lon   SC Lat      Alt       Sol Dist
14068  2021 MAY 31 00:52:26    2/0675694166.54949  2021 MAY 31 02:40:40   212.34    19.48   103.53    29.20      209.26   247858561.3
14069  2021 MAY 31 04:28:48    2/0675707148.59367  2021 MAY 31 06:17:03   159.68    19.50    50.64    29.35      208.84   247868018.3
14070  2021 MAY 31 08:05:11    2/0675720132.23267  2021 MAY 31 09:53:27   107.02    19.52   357.71    29.52      209.96   247877444.2
14071  2021 MAY 31 11:41:37    2/0675733117.58116  2021 MAY 31 13:29:51    54.35    19.54   304.77    29.70      210.39   247886839.4
14072  2021 MAY 31 15:17:59    2/0675746100.42181  2021 MAY 31 17:06:15     1.69    19.55   251.86    29.87      209.69   247896200.4
14073  2021 MAY 31 18:54:22    2/0675759082.60783  2021 MAY 31 20:42:37   309.03    19.57   198.97    29.99      210.31   247905528.8
14074  2021 MAY 31 22:30:46    2/0675772067.39609  2021 JUN 01 00:19:02   256.37    19.59   146.01    30.17      210.38   247914826.8
14075  2021 JUN 01 02:07:10    2/0675785051.19001  2021 JUN 01 03:55:25   203.70    19.61    93.11    30.32      209.86   247924091.9
14076  2021 JUN 01 05:43:32    2/0675798032.41221  2021 JUN 01 07:31:47   151.05    19.63    40.21    30.47      209.71   247933323.0
14077  2021 JUN 01 09:19:55    2/0675811016.12117  2021 JUN 01 11:08:11    98.39    19.64   347.27    30.64      210.91   247942523.5
14078  2021 JUN 01 12:56:20    2/0675824001.05651  2021 JUN 01 14:44:34    45.72    19.66   294.34    30.82      211.02   247951692.7
14079  2021 JUN 01 16:32:42    2/0675836982.40597  2021 JUN 01 18:20:57   353.07    19.68   241.44    30.99      210.44   247960827.3
14080  2021 JUN 01 20:09:05    2/0675849965.52112  2021 JUN 01 21:57:20   300.41    19.70   188.53    31.10      211.22   247969930.8
14081  2021 JUN 01 23:45:29    2/0675862950.34690  2021 JUN 02 01:33:45   247.74    19.72   135.57    31.28      211.12   247979003.0
14082  2021 JUN 02 03:21:53    2/0675875933.41948  2021 JUN 02 05:10:07   195.08    19.73    82.68    31.44      210.52   247988041.9
14083  2021 JUN 02 06:58:14    2/0675888915.05466  2021 JUN 02 08:46:30   142.43    19.75    29.77    31.59      210.72   247997047.3
14084  2021 JUN 02 10:34:38    2/0675901899.14313  2021 JUN 02 12:22:54    89.77    19.77   336.83    31.76      211.88   248006022.3
14085  2021 JUN 02 14:11:03    2/0675914883.54112  2021 JUN 02 15:59:17    37.10    19.79   283.90    31.94      211.69   248014965.2
14086  2021 JUN 02 17:47:24    2/0675927864.50957  2021 JUN 02 19:35:40   344.45    19.80   231.00    32.11      211.26   248023873.4
14087  2021 JUN 02 21:23:48    2/0675940848.51416  2021 JUN 02 23:12:03   291.79    19.82   178.07    32.22      212.12   248032751.3
14088  2021 JUN 03 01:00:13    2/0675953833.34162  2021 JUN 03 02:48:27   239.12    19.84   125.13    32.40      211.90   248041597.3
14089  2021 JUN 03 04:36:35    2/0675966815.59869  2021 JUN 03 06:24:50   186.46    19.86    72.24    32.55      211.22   248050409.4
14090  2021 JUN 03 08:12:57    2/0675979797.46835  2021 JUN 03 10:01:13   133.81    19.87    19.32    32.71      211.74   248059188.8
14091  2021 JUN 03 11:49:21    2/0675992782.09285  2021 JUN 03 13:37:37    81.14    19.89   326.38    32.88      212.77   248067937.6
14092  2021 JUN 03 15:25:45    2/0676005766.08390  2021 JUN 03 17:13:59    28.48    19.91   273.45    33.06      212.30   248076653.6
14093  2021 JUN 03 19:02:06    2/0676018746.40949  2021 JUN 03 20:50:23   335.83    19.93   220.55    33.23      212.13   248085335.0
14094  2021 JUN 03 22:38:31    2/0676031732.08623  2021 JUN 04 00:26:47   283.16    19.94   167.61    33.33      212.88   248093987.3
14095  2021 JUN 04 02:14:56    2/0676044717.09375  2021 JUN 04 04:03:11   230.49    19.96   114.68    33.50      212.58   248102606.8
14096  2021 JUN 04 05:51:19    2/0676057699.46762  2021 JUN 04 07:39:34   177.84    19.98    61.79    33.64      211.93   248111192.3
14097  2021 JUN 04 09:27:41    2/0676070682.16132  2021 JUN 04 11:15:58   125.18    20.00     8.85    33.80      212.80   248119745.4
14098  2021 JUN 04 13:04:07    2/0676083667.33408  2021 JUN 04 14:52:22    72.51    20.01   315.91    33.98      213.60   248128267.8
14099  2021 JUN 04 16:40:30    2/0676096651.09439  2021 JUN 04 18:28:45    19.85    20.03   262.98    34.17      212.93   248136756.7
14100  2021 JUN 04 20:16:52    2/0676109632.22078  2021 JUN 04 22:05:08   327.20    20.05   210.09    34.31      213.08   248145211.6
14101  2021 JUN 04 23:53:17    2/0676122617.38377  2021 JUN 05 01:41:33   274.53    20.07   157.12    34.47      213.41   248153636.6
14102  2021 JUN 05 03:29:42    2/0676135602.28454  2021 JUN 05 05:17:57   221.86    20.08   104.20    34.63      213.00   248162028.9
14103  2021 JUN 05 07:06:04    2/0676148584.46074  2021 JUN 05 08:54:19   169.20    20.10    51.30    34.78      212.47   248170387.0
14104  2021 JUN 05 10:42:27    2/0676161568.04255  2021 JUN 05 12:30:44   116.54    20.12   358.36    34.94      213.59   248178713.4
14105  2021 JUN 05 14:18:53    2/0676174553.43365  2021 JUN 05 16:07:08    63.87    20.13   305.41    35.12      214.08   248187008.7
14106  2021 JUN 05 17:55:16    2/0676187536.40916  2021 JUN 05 19:43:31    11.22    20.15   252.49    35.31      213.34   248195269.7
14107  2021 JUN 05 21:31:38    2/0676200518.46893  2021 JUN 05 23:19:54   318.56    20.17   199.59    35.42      213.89   248203497.8
14108  2021 JUN 06 01:08:03    2/0676213503.26934  2021 JUN 06 02:56:18   265.89    20.19   146.62    35.60      214.00   248211694.9
14109  2021 JUN 06 04:44:27    2/0676226487.16791  2021 JUN 06 06:32:41   213.23    20.20    93.72    35.75      213.54   248219859.0
14110  2021 JUN 06 08:20:48    2/0676239468.46934  2021 JUN 06 10:09:04   160.58    20.22    40.81    35.90      213.25   248227989.0
14111  2021 JUN 06 11:57:12    2/0676252452.12697  2021 JUN 06 13:45:28   107.92    20.24   347.86    36.06      214.49   248236087.7
14112  2021 JUN 06 15:33:37    2/0676265437.11856  2021 JUN 06 17:21:51    55.25    20.25   294.92    36.25      214.64   248244154.9
14113  2021 JUN 06 19:09:58    2/0676278418.63482  2021 JUN 06 20:58:14     2.60    20.27   242.01    36.42      213.98   248252187.4
14114  2021 JUN 06 22:46:21    2/0676291402.02941  2021 JUN 07 00:34:37   309.94    20.29   189.10    36.52      214.77   248260188.2
14115  2021 JUN 07 02:22:46    2/0676304386.50314  2021 JUN 07 04:11:02   257.27    20.30   136.13    36.71      214.72   248268157.4
14116  2021 JUN 07 05:59:09    2/0676317370.07395  2021 JUN 07 07:47:24   204.61    20.32    83.23    36.86      214.17   248276093.2
14117  2021 JUN 07 09:35:31    2/0676330351.33126  2021 JUN 07 11:23:47   151.96    20.34    30.31    37.01      214.23   248283995.2
14118  2021 JUN 07 13:11:55    2/0676343335.33597  2021 JUN 07 15:00:11    99.29    20.36   337.36    37.18      215.45   248291866.1
14119  2021 JUN 07 16:48:20    2/0676356320.12723  2021 JUN 07 18:36:34    46.63    20.37   284.42    37.36      215.29   248299704.8
14120  2021 JUN 07 20:24:41    2/0676369301.20742  2021 JUN 07 22:12:57   353.98    20.39   231.52    37.53      214.78   248307508.8
14121  2021 JUN 08 00:01:05    2/0676382285.13462  2021 JUN 08 01:49:20   301.31    20.41   178.58    37.64      215.67   248315281.8
14122  2021 JUN 08 03:37:29    2/0676395269.63028  2021 JUN 08 05:25:45   248.65    20.42   125.62    37.82      215.50   248323022.7
14123  2021 JUN 08 07:13:52    2/0676408252.42927  2021 JUN 08 09:02:07   195.99    20.44    72.73    37.97      214.81   248330729.6
14124  2021 JUN 08 10:50:14    2/0676421234.06640  2021 JUN 08 12:38:30   143.34    20.46    19.80    38.12      215.23   248338403.2
14125  2021 JUN 08 14:26:38    2/0676434218.35939  2021 JUN 08 16:14:54    90.67    20.47   326.84    38.30      216.32   248346045.9
14126  2021 JUN 08 18:03:02    2/0676447202.49094  2021 JUN 08 19:51:17    38.01    20.49   273.91    38.48      215.86   248353655.8
14127  2021 JUN 08 21:39:23    2/0676460183.30381  2021 JUN 08 23:27:40   345.36    20.51   221.01    38.64      215.58   248361230.9
14128  2021 JUN 09 01:15:48    2/0676473168.30959  2021 JUN 09 03:04:04   292.69    20.52   168.06    38.74      216.48   248368775.8
14129  2021 JUN 09 04:52:13    2/0676486153.09948  2021 JUN 09 06:40:28   240.03    20.54   115.11    38.91      216.24   248376287.9
14130  2021 JUN 09 08:28:35    2/0676499135.39307  2021 JUN 09 10:16:50   187.37    20.56    62.22    39.05      215.54   248383765.9
14131  2021 JUN 09 12:04:57    2/0676512117.40769  2021 JUN 09 13:53:14   134.71    20.57     9.28    39.20      216.33   248391211.0
14132  2021 JUN 09 15:41:22    2/0676525102.31564  2021 JUN 09 17:29:38    82.05    20.59   316.32    39.39      217.20   248398625.0
14133  2021 JUN 09 19:17:46    2/0676538085.60560  2021 JUN 09 21:06:00    29.39    20.60   263.38    39.58      216.50   248406005.4
14134  2021 JUN 09 22:54:06    2/0676551066.57289  2021 JUN 10 00:42:23   336.74    20.62   210.48    39.72      216.57   248413351.7
14135  2021 JUN 10 02:30:32    2/0676564052.00957  2021 JUN 10 04:18:48   284.07    20.64   157.50    39.86      217.00   248420667.6
14136  2021 JUN 10 06:06:56    2/0676577036.51447  2021 JUN 10 07:55:12   231.40    20.65   104.57    40.03      216.66   248427950.5
14137  2021 JUN 10 09:43:19    2/0676590019.06664  2021 JUN 10 11:31:34   178.75    20.67    51.67    40.17      216.05   248435199.3
14138  2021 JUN 10 13:19:42    2/0676603002.12051  2021 JUN 10 15:07:59   126.09    20.69   358.71    40.33      217.14   248442415.7
14139  2021 JUN 10 16:56:07    2/0676615987.41180  2021 JUN 10 18:44:23    73.42    20.70   305.75    40.51      217.69   248449600.7
14140  2021 JUN 10 20:32:30    2/0676628970.37673  2021 JUN 10 22:20:46    20.76    20.72   252.82    40.70      216.90   248456751.5
14141  2021 JUN 11 00:08:52    2/0676641952.29629  2021 JUN 11 01:57:08   328.11    20.73   199.92    40.81      217.38   248463868.9
14142  2021 JUN 11 03:45:17    2/0676654937.08594  2021 JUN 11 05:33:33   275.44    20.75   146.93    40.99      217.54   248470955.0
14143  2021 JUN 11 07:21:41    2/0676667921.04972  2021 JUN 11 09:09:56   222.78    20.77    94.02    41.15      217.12   248478008.0
14144  2021 JUN 11 10:58:02    2/0676680902.43999  2021 JUN 11 12:46:18   170.13    20.78    41.10    41.29      216.71   248485026.8
14145  2021 JUN 11 14:34:26    2/0676693886.00203  2021 JUN 11 16:22:42   117.47    20.80   348.14    41.45      217.97   248492013.7
14146  2021 JUN 11 18:10:51    2/0676706871.03255  2021 JUN 11 19:59:06    64.80    20.82   295.19    41.64      218.17   248498968.8
14147  2021 JUN 11 21:47:13    2/0676719852.55056  2021 JUN 11 23:35:29    12.14    20.83   242.27    41.82      217.42   248505889.2
14148  2021 JUN 12 01:23:36    2/0676732835.51260  2021 JUN 12 03:11:51   319.49    20.85   189.35    41.90      218.23   248512777.5
14149  2021 JUN 12 05:00:00    2/0676745820.25085  2021 JUN 12 06:48:16   266.82    20.86   136.36    42.09      218.23   248519633.7
14150  2021 JUN 12 08:36:24    2/0676758803.54272  2021 JUN 12 10:24:38   214.16    20.88    83.46    42.24      217.73   248526456.5
14151  2021 JUN 12 12:12:45    2/0676771785.09909  2021 JUN 12 14:01:01   161.51    20.89    30.53    42.38      217.64   248533245.2
14152  2021 JUN 12 15:49:09    2/0676784768.61084  2021 JUN 12 17:37:25   108.85    20.91   337.56    42.55      218.91   248540002.4
14153  2021 JUN 12 19:25:33    2/0676797753.41003  2021 JUN 12 21:13:48    56.18    20.93   284.61    42.74      218.78   248546727.2
14154  2021 JUN 12 23:01:55    2/0676810734.53965  2021 JUN 13 00:50:11     3.53    20.94   231.69    42.91      218.19   248553417.3
14155  2021 JUN 13 02:38:18    2/0676823718.33794  2021 JUN 13 04:26:34   310.87    20.96   178.75    43.01      219.11   248560075.8
14156  2021 JUN 13 06:14:43    2/0676836703.12245  2021 JUN 13 08:02:58   258.20    20.97   125.78    43.19      218.98   248566701.8
14157  2021 JUN 13 09:51:06    2/0676849686.05952  2021 JUN 13 11:39:21   205.54    20.99    72.87    43.34      218.32   248573294.1
14158  2021 JUN 13 13:27:27    2/0676862667.33273  2021 JUN 13 15:15:44   152.89    21.01    19.93    43.49      218.61   248579852.6
14159  2021 JUN 13 17:03:52    2/0676875651.55940  2021 JUN 13 18:52:08   100.23    21.02   326.96    43.66      219.76   248586379.8
14160  2021 JUN 13 20:40:16    2/0676888636.09562  2021 JUN 13 22:28:31    47.56    21.04   274.01    43.84      219.32   248592873.9
14161  2021 JUN 14 00:16:37    2/0676901617.01671  2021 JUN 14 02:04:54   354.91    21.05   221.10    44.00      218.93   248599333.5
14162  2021 JUN 14 03:53:01    2/0676914601.29591  2021 JUN 14 05:41:17   302.25    21.07   168.14    44.10      219.90   248605761.8
14163  2021 JUN 14 07:29:26    2/0676927585.56828  2021 JUN 14 09:17:41   249.59    21.08   115.17    44.28      219.70   248612157.2
14164  2021 JUN 14 11:05:48    2/0676940568.19201  2021 JUN 14 12:54:03   196.93    21.10    62.28    44.42      218.98   248618518.6
14165  2021 JUN 14 14:42:10    2/0676953549.59224  2021 JUN 14 16:30:26   144.28    21.11     9.32    44.56      219.69   248624846.7
14166  2021 JUN 14 18:18:34    2/0676966534.29279  2021 JUN 14 20:06:50    91.61    21.13   316.35    44.75      220.61   248631143.2
14167  2021 JUN 14 21:54:58    2/0676979517.52254  2021 JUN 14 23:43:12    38.95    21.15   263.40    44.94      219.89   248637406.2
14168  2021 JUN 15 01:31:19    2/0676992498.39333  2021 JUN 15 03:19:35   346.30    21.16   210.49    45.08      219.87   248643634.9
14169  2021 JUN 15 05:07:44    2/0677005483.41837  2021 JUN 15 06:56:00   293.64    21.18   157.50    45.20      220.46   248649832.7
14170  2021 JUN 15 08:44:08    2/0677018468.19541  2021 JUN 15 10:32:24   240.97    21.19   104.55    45.38      220.18   248655997.3
14171  2021 JUN 15 12:20:31    2/0677031450.46512  2021 JUN 15 14:08:46   188.31    21.21    51.64    45.51      219.49   248662127.8
14172  2021 JUN 15 15:56:54    2/0677044433.31619  2021 JUN 15 17:45:10   135.66    21.22   358.67    45.66      220.55   248668225.5
14173  2021 JUN 15 19:33:19    2/0677057418.51420  2021 JUN 15 21:21:34    82.99    21.24   305.69    45.85      221.15   248674291.4
14174  2021 JUN 15 23:09:42    2/0677070401.48355  2021 JUN 16 00:57:57    30.33    21.25   252.74    46.04      220.30   248680323.1
14175  2021 JUN 16 02:46:04    2/0677083383.29886  2021 JUN 16 04:34:20   337.68    21.27   199.83    46.15      220.70   248686321.2
14176  2021 JUN 16 06:22:28    2/0677096368.11224  2021 JUN 16 08:10:44   285.01    21.28   146.82    46.32      220.93   248692287.7
14177  2021 JUN 16 09:58:52    2/0677109352.16954  2021 JUN 16 11:47:08   232.35    21.30    93.89    46.49      220.56   248698220.8
14178  2021 JUN 16 13:35:14    2/0677122334.04967  2021 JUN 16 15:23:30   179.70    21.31    40.97    46.62      220.03   248704119.8
14179  2021 JUN 16 17:11:37    2/0677135317.17921  2021 JUN 16 18:59:54   127.04    21.33   347.99    46.78      221.29   248709986.5
14180  2021 JUN 16 20:48:03    2/0677148302.28054  2021 JUN 16 22:36:17    74.37    21.34   295.01    46.96      221.54   248715820.9
14181  2021 JUN 17 00:24:25    2/0677161284.24981  2021 JUN 17 02:12:40    21.72    21.36   242.07    47.15      220.70   248721620.8
14182  2021 JUN 17 04:00:47    2/0677174267.08386  2021 JUN 17 05:49:03   329.06    21.37   189.16    47.23      221.53   248727388.0
14183  2021 JUN 17 07:37:12    2/0677187251.41647  2021 JUN 17 09:25:27   276.39    21.39   136.14    47.41      221.56   248733122.9
14184  2021 JUN 17 11:13:35    2/0677200235.10304  2021 JUN 17 13:01:50   223.73    21.40    83.22    47.56      221.13   248738824.2
14185  2021 JUN 17 14:49:57    2/0677213216.32605  2021 JUN 17 16:38:12   171.08    21.42    30.28    47.70      220.88   248744491.6
14186  2021 JUN 17 18:26:20    2/0677226200.04544  2021 JUN 17 20:14:37   118.42    21.43   337.29    47.87      222.19   248750126.8
14187  2021 JUN 17 22:02:45    2/0677239184.52579  2021 JUN 17 23:51:00    65.76    21.45   284.32    48.05      222.09   248755729.3
14188  2021 JUN 18 01:39:06    2/0677252166.06883  2021 JUN 18 03:27:22    13.10    21.46   231.39    48.22      221.41   248761297.3
14189  2021 JUN 18 05:15:30    2/0677265149.39611  2021 JUN 18 07:03:46   320.44    21.48   178.44    48.31      222.36   248766833.2
14190  2021 JUN 18 08:51:54    2/0677278134.11906  2021 JUN 18 10:40:10   267.78    21.49   125.44    48.50      222.27   248772336.3
14191  2021 JUN 18 12:28:18    2/0677291117.18619  2021 JUN 18 14:16:32   215.12    21.51    72.52    48.65      221.64   248777805.7
14192  2021 JUN 18 16:04:39    2/0677304098.44704  2021 JUN 18 17:52:55   162.47    21.52    19.56    48.78      221.81   248783241.3
14193  2021 JUN 18 19:41:03    2/0677317082.58008  2021 JUN 18 21:29:19   109.81    21.54   326.57    48.95      223.01   248788644.8
14194  2021 JUN 18 23:17:28    2/0677330067.15188  2021 JUN 19 01:05:42    57.14    21.55   273.60    49.14      222.59   248794015.3
14195  2021 JUN 19 02:53:49    2/0677343048.15640  2021 JUN 19 04:42:05     4.49    21.57   220.67    49.30      222.11   248799351.3
14196  2021 JUN 19 06:30:13    2/0677356032.19117  2021 JUN 19 08:18:28   311.83    21.58   167.70    49.39      223.10   248804655.3
14197  2021 JUN 19 10:06:37    2/0677369016.40848  2021 JUN 19 11:54:52   259.17    21.60   114.70    49.58      222.93   248809926.3
14198  2021 JUN 19 13:43:00    2/0677381999.14224  2021 JUN 19 15:31:14   206.51    21.61    61.80    49.71      222.21   248815163.5
14199  2021 JUN 19 17:19:21    2/0677394980.41430  2021 JUN 19 19:07:37   153.86    21.62     8.82    49.85      222.80   248820366.9
14200  2021 JUN 19 20:55:45    2/0677407965.03884  2021 JUN 19 22:44:01   101.19    21.64   315.83    50.03      223.78   248825538.4
14201  2021 JUN 20 00:32:09    2/0677420948.34258  2021 JUN 20 02:20:23    48.53    21.65   262.85    50.22      223.04   248830676.4
14202  2021 JUN 20 04:08:30    2/0677433929.23143  2021 JUN 20 05:56:46   355.89    21.67   209.93    50.36      222.93   248835780.1
14203  2021 JUN 20 07:44:55    2/0677446914.19440  2021 JUN 20 09:33:10   303.22    21.68   156.92    50.47      223.70   248840852.2
14204  2021 JUN 20 11:21:19    2/0677459898.56024  2021 JUN 20 13:09:35   250.55    21.70   103.94    50.65      223.46   248845891.0
14205  2021 JUN 20 14:57:42    2/0677472881.28652  2021 JUN 20 16:45:57   197.90    21.71    51.03    50.78      222.73   248850895.8
14206  2021 JUN 20 18:34:04    2/0677485863.59440  2021 JUN 20 20:22:21   145.24    21.73   358.04    50.92      223.73   248855867.3
14207  2021 JUN 20 22:10:30    2/0677498849.07973  2021 JUN 20 23:58:45    92.58    21.74   305.03    51.10      224.39   248860806.7
14208  2021 JUN 21 01:46:53    2/0677511832.11641  2021 JUN 21 03:35:08    39.92    21.75   252.06    51.30      223.47   248865712.0
14209  2021 JUN 21 05:23:14    2/0677524813.49171  2021 JUN 21 07:11:30   347.26    21.77   199.14    51.41      223.80   248870583.5
14210  2021 JUN 21 08:59:39    2/0677537798.33874  2021 JUN 21 10:47:55   294.60    21.78   146.10    51.56      224.11   248875423.0
14211  2021 JUN 21 12:36:03    2/0677550782.48599  2021 JUN 21 14:24:18   241.94    21.80    93.14    51.73      223.79   248880229.0
14212  2021 JUN 21 16:12:25    2/0677563764.55093  2021 JUN 21 18:00:41   189.28    21.81    40.21    51.86      223.16   248885001.1
14213  2021 JUN 21 19:48:48    2/0677576747.59923  2021 JUN 21 21:37:05   136.62    21.82   347.20    52.01      224.42   248889740.2
14214  2021 JUN 21 23:25:14    2/0677589733.11477  2021 JUN 22 01:13:28    83.96    21.84   294.20    52.19      224.71   248894446.9
14215  2021 JUN 22 03:01:36    2/0677602715.24823  2021 JUN 22 04:49:51    31.30    21.85   241.23    52.38      223.77   248899119.2
14216  2021 JUN 22 06:37:58    2/0677615697.56673  2021 JUN 22 08:26:14   338.65    21.87   188.30    52.46      224.58   248903758.3
14217  2021 JUN 22 10:14:23    2/0677628682.22236  2021 JUN 22 12:02:38   285.98    21.88   135.26    52.63      224.66   248908364.9
14218  2021 JUN 22 13:50:47    2/0677641665.61895  2021 JUN 22 15:39:01   233.32    21.89    82.31    52.79      224.27   248912937.9
14219  2021 JUN 22 17:27:08    2/0677654647.26615  2021 JUN 22 19:15:23   180.67    21.91    29.36    52.92      223.89   248917476.9
14220  2021 JUN 22 21:03:31    2/0677667630.53595  2021 JUN 22 22:51:48   128.01    21.92   336.34    53.08      225.22   248921983.2
14221  2021 JUN 23 00:39:56    2/0677680615.40756  2021 JUN 23 02:28:11    75.35    21.94   283.34    53.26      225.15   248926456.8
14222  2021 JUN 23 04:16:18    2/0677693597.05661  2021 JUN 23 06:04:33    22.69    21.95   230.38    53.43      224.37   248930895.9
14223  2021 JUN 23 07:52:41    2/0677706580.25853  2021 JUN 23 09:40:57   330.03    21.96   177.42    53.52      225.36   248935302.4
14224  2021 JUN 23 11:29:06    2/0677719564.59220  2021 JUN 23 13:17:21   277.37    21.98   124.38    53.70      225.29   248939675.9
14225  2021 JUN 23 15:05:29    2/0677732548.13621  2021 JUN 23 16:53:43   224.71    21.99    71.45    53.85      224.72   248944015.8
14226  2021 JUN 23 18:41:50    2/0677745529.39025  2021 JUN 23 20:30:06   172.06    22.01    18.47    53.98      224.75   248948321.7
14227  2021 JUN 23 22:18:14    2/0677758513.42544  2021 JUN 24 00:06:30   119.40    22.02   325.44    54.14      225.99   248952595.2
14228  2021 JUN 24 01:54:39    2/0677771498.04227  2021 JUN 24 03:42:53    66.73    22.03   272.44    54.33      225.58   248956835.4
14229  2021 JUN 24 05:31:00    2/0677784479.13137  2021 JUN 24 07:19:16    14.08    22.05   219.49    54.48      225.02   248961041.3
14230  2021 JUN 24 09:07:24    2/0677797463.02813  2021 JUN 24 10:55:39   321.42    22.06   166.49    54.57      226.03   248965214.7
14231  2021 JUN 24 12:43:48    2/0677810447.24854  2021 JUN 24 14:32:03   268.76    22.07   113.45    54.76      225.88   248969355.0
14232  2021 JUN 24 16:20:11    2/0677823430.14746  2021 JUN 24 18:08:25   216.10    22.09    60.54    54.89      225.18   248973461.4
14233  2021 JUN 24 19:56:32    2/0677836411.37990  2021 JUN 24 21:44:48   163.45    22.10     7.53    55.02      225.65   248977534.0
14234  2021 JUN 24 23:32:57    2/0677849395.64193  2021 JUN 25 01:21:12   110.79    22.11   314.50    55.19      226.67   248981574.2
14235  2021 JUN 25 03:09:20    2/0677862379.43616  2021 JUN 25 04:57:35    58.13    22.13   261.49    55.38      225.93   248985580.9
14236  2021 JUN 25 06:45:41    2/0677875360.40057  2021 JUN 25 08:33:58     5.48    22.14   208.55    55.52      225.73   248989553.4
14237  2021 JUN 25 10:22:06    2/0677888345.22530  2021 JUN 25 12:10:22   312.81    22.15   155.52    55.62      226.65   248993493.6
14238  2021 JUN 25 13:58:31    2/0677901329.49812  2021 JUN 25 15:46:46   260.15    22.17   102.50    55.80      226.44   248997400.4
14239  2021 JUN 25 17:34:53    2/0677914312.30841  2021 JUN 25 19:23:08   207.49    22.18    49.58    55.92      225.68   249001273.3
14240  2021 JUN 25 21:11:16    2/0677927294.41290  2021 JUN 25 22:59:32   154.84    22.19   356.55    56.06      226.62   249005112.7
14241  2021 JUN 26 00:47:41    2/0677940279.46064  2021 JUN 26 02:35:55   102.17    22.21   303.51    56.23      227.32   249008919.6
14242  2021 JUN 26 04:24:04    2/0677953262.56841  2021 JUN 26 06:12:18    49.52    22.22   250.50    56.42      226.34   249012692.5
14243  2021 JUN 26 08:00:25    2/0677966244.18021  2021 JUN 26 09:48:41   356.86    22.23   197.55    56.54      226.60   249016431.5
14244  2021 JUN 26 11:36:50    2/0677979229.01616  2021 JUN 26 13:25:05   304.20    22.25   144.48    56.67      227.01   249020138.2
14245  2021 JUN 26 15:13:14    2/0677992213.20389  2021 JUN 26 17:01:29   251.54    22.26    91.48    56.85      226.73   249023811.2
14246  2021 JUN 26 18:49:37    2/0678005195.41783  2021 JUN 26 20:37:52   198.88    22.27    38.54    56.96      226.02   249027450.4
14247  2021 JUN 26 22:25:59    2/0678018178.33281  2021 JUN 27 00:14:16   146.22    22.29   345.48    57.11      227.26   249031056.3
14248  2021 JUN 27 02:02:25    2/0678031163.51773  2021 JUN 27 03:50:39    93.56    22.30   292.44    57.28      227.59   249034629.4
14249  2021 JUN 27 05:38:47    2/0678044146.14912  2021 JUN 27 07:27:02    40.90    22.31   239.44    57.47      226.56   249038168.4
14250  2021 JUN 27 09:15:09    2/0678057128.28293  2021 JUN 27 11:03:25   348.25    22.33   186.49    57.55      227.32   249041673.9
14251  2021 JUN 27 12:51:34    2/0678070112.57838  2021 JUN 27 14:39:49   295.58    22.34   133.39    57.72      227.44   249045146.6
14252  2021 JUN 27 16:27:58    2/0678083096.37669  2021 JUN 27 18:16:12   242.92    22.35    80.42    57.88      227.09   249048585.6
14253  2021 JUN 27 20:04:19    2/0678096078.13717  2021 JUN 27 21:52:34   190.27    22.37    27.44    57.99      226.59   249051990.7
14254  2021 JUN 27 23:40:43    2/0678109061.29795  2021 JUN 28 01:28:58   137.61    22.38   334.38    58.15      227.94   249055362.8
14255  2021 JUN 28 03:17:07    2/0678122046.22214  2021 JUN 28 05:05:21    84.95    22.39   281.33    58.33      227.89   249058701.9
14256  2021 JUN 28 06:53:29    2/0678135027.65092  2021 JUN 28 08:41:44    32.30    22.40   228.34    58.49      227.01   249062006.8
14257  2021 JUN 28 10:29:52    2/0678148011.04078  2021 JUN 28 12:18:07   339.64    22.42   175.36    58.57      228.02   249065278.5
14258  2021 JUN 28 14:06:17    2/0678160995.33434  2021 JUN 28 15:54:32   286.98    22.43   122.26    58.75      227.97   249068517.2
14259  2021 JUN 28 17:42:40    2/0678173978.63201  2021 JUN 28 19:30:54   234.32    22.44    69.30    58.89      227.47   249071722.2
14260  2021 JUN 28 21:19:01    2/0678186960.22414  2021 JUN 28 23:07:17   181.67    22.45    16.29    59.01      227.36   249074893.2
14261  2021 JUN 29 00:55:25    2/0678199944.13681  2021 JUN 29 02:43:41   129.00    22.47   323.21    59.17      228.63   249078031.4
14262  2021 JUN 29 04:31:50    2/0678212928.45908  2021 JUN 29 06:20:04    76.34    22.48   270.16    59.35      228.23   249081136.3
14263  2021 JUN 29 08:08:11    2/0678225909.62309  2021 JUN 29 09:56:26    23.69    22.49   217.18    59.50      227.59   249084206.9
14264  2021 JUN 29 11:44:35    2/0678238893.39120  2021 JUN 29 13:32:50   331.03    22.51   164.15    59.59      228.63   249087244.7
14265  2021 JUN 29 15:20:59    2/0678251877.61641  2021 JUN 29 17:09:14   278.37    22.52   111.05    59.77      228.48   249090249.2
14266  2021 JUN 29 18:57:22    2/0678264860.65250  2021 JUN 29 20:45:36   225.71    22.53    58.11    59.90      227.82   249093219.9
14267  2021 JUN 29 22:33:44    2/0678277842.21190  2021 JUN 30 00:21:59   173.06    22.54     5.06    60.02      228.16   249096156.7
14268  2021 JUN 30 02:10:08    2/0678290826.42658  2021 JUN 30 03:58:23   120.40    22.56   311.98    60.18      229.23   249099060.8
